Date,px_SPY,px_QQQ,px_TLT,px_GLD,ret_SPY,ret_QQQ,ret_TLT,ret_GLD,w_ew_SPY,w_ew_QQQ,w_ew_TLT,w_ew_GLD,w_minvar_SPY,w_minvar_QQQ,w_minvar_TLT,w_minvar_GLD,w_rp_SPY,w_rp_QQQ,w_rp_TLT,w_rp_GLD,ret_ew,ret_minvar,ret_rp
2013-03-07,123.93617248535156,61.65191650390625,82.00463104248047,152.69000244140625,0.0018122529166504364,0.002627156013661036,-0.007701212987897832,-0.0035240703595200706,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.0016964686042766075,-0.0027258914705309,-0.0019493665188463783
2013-03-08,124.46466827392578,61.72373962402344,81.1489028930664,152.7100067138672,0.004264257786698034,0.0011649778983373604,-0.010435119804036108,0.00013101232655099437,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.00121871794811243,-0.0024330843230634613,0.0008528453691502818
2013-03-11,124.93708801269531,61.90324783325195,81.2266845703125,152.99000549316406,0.0037956132075154247,0.0029082523243397773,0.0009585055924734576,0.0018335326238412275,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,0.002373975937042472,0.0024138865130024388,0.0022781862493555247
2013-03-12,124.65682983398438,61.67885971069336,81.81367492675781,154.19000244140625,-0.00224319442023857,-0.0036248198666898324,0.007226570425106882,0.00784362968269714,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,0.0023005464552189048,0.002639434553268481,0.004817313082053822
2013-03-13,124.83302307128906,61.598087310791016,81.72883605957031,153.66000366210938,0.0014134262642435669,-0.0013095637675730742,-0.0010369766089036725,-0.0034373096238732304,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.0010926059340266026,-2.1436762027339127e-05,-0.00236358597397733
2013-03-14,125.49755096435547,61.80451965332031,81.48131561279297,153.67999267578125,0.005323334136408064,0.003351278449406303,-0.0030285571006655188,0.0001300859898183404,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,0.0014440353687417973,0.0013003847037742352,0.001344532933545584
2013-03-15,125.33191680908203,61.63268280029297,81.86315155029297,154.0,-0.0013198198211890055,-0.002780328267111054,0.004686177863334029,0.0020822965868685372,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,0.0006670815904756267,0.001547721799824435,0.0009671751691365388
2013-03-18,124.6402816772461,61.49772262573242,82.48551940917969,155.3800048828125,-0.005518427783160029,-0.002189750120043521,0.007602539690942267,0.008961070667613535,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,0.002213858113838063,0.001285294781574294,0.005238008671653293
2013-03-19,124.3506851196289,61.38079071044922,83.044189453125,156.0800018310547,-0.0023234587865188505,-0.001901402365658944,0.006772946911735689,0.00450506452725441,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,0.001763287571703076,0.002147803149690888,0.002637622510705447
2013-03-20,125.21930694580078,61.812599182128906,82.1177749633789,155.3699951171875,0.006985259673770505,0.0070349121717354635,-0.011155681039779597,-0.004548992218975756,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.000421125353312346,-0.0017723340680365887,-0.0013272472388200572
2013-03-21,124.14964294433594,61.11088943481445,82.90979766845703,156.25,-0.008542324882279018,-0.011352212277093932,0.009644960612137154,0.005663930684613572,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.0011464114656555557,0.00043981952070765715,0.0013390217798821052
2013-03-22,125.14697265625,61.70466995239258,82.97348022460938,155.5500030517578,0.008033286993513356,0.009716443715182654,0.0007680944585946037,-0.004479980468749978,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,0.003509461174635159,0.003922035207626114,-0.0006932469304205512
2013-03-25,124.62415313720703,61.479740142822266,82.8956298828125,155.24000549316406,-0.004177644156675209,-0.0036452639604726,-0.000938255712381042,-0.0019929125844543316,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.0026885191034957956,-0.002604249501421514,-0.002540990221794415
2013-03-26,125.6214370727539,61.812599182128906,82.99467468261719,154.72000122070312,0.008002332697490067,0.005414125670235137,0.0011948132844241677,-0.003349679554628948,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,0.0028153980243801058,0.004178606657711843,-0.0004002688297960544
2013-03-27,125.6214370727539,61.89356231689453,83.70183563232422,155.36000061035156,0.0,0.0013098160542814874,0.00852055812510022,0.004136500676053423,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,0.0034917187138587824,0.004015318439946313,0.0031534952614077753
2013-03-28,126.00752258300781,62.046512603759766,83.27758026123047,154.4499969482422,0.003073404661262602,0.0024711824806937788,-0.005068650739720626,-0.0058573870914927495,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.0013453626723142487,-0.00114440874857249,-0.003390739427776725
2013-04-01,125.50888061523438,61.623680114746094,83.90470886230469,154.6699981689453,-0.003957239675472235,-0.006814766394913407,0.007530581449497031,0.001424417125607702,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.00045425187382022725,0.0014414558103892482,-0.00038794593501863327
2013-04-02,126.12818908691406,62.10948944091797,83.56452941894531,152.42999267578125,0.004934379692049573,0.007883484486276737,-0.004054354612178401,-0.014482482185829704,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.0014297431549204487,-0.0004532610925944804,-0.00854853810942015
2013-04-03,124.8493423461914,61.542724609375,84.31576538085938,150.72999572753906,-0.010139261888882034,-0.00912525342978554,0.00898989041328524,-0.011152640752650878,0.25,0.25,0.25,0.25,0.4893834711840917,0.0,0.43410763782510414,0.07650889099080414,0.16576535925078284,0.11765396714696497,0.008041355752284981,0.7085393178499673,-0.005356816414508303,-0.001912683262412021,-0.010584154220905733
2013-04-04,125.35608673095703,61.56072235107422,85.32217407226562,150.2899932861328,0.004058847049113634,0.00029244304364905993,0.011936186392428993,-0.0029191431956356872,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.003342083322389,0.006944581928816601,-0.0012651212839448326
2013-04-05,124.7930679321289,61.04792404174805,87.04432678222656,152.80999755859375,-0.004491355892725757,-0.008329959262039499,0.020184116599072155,0.016767611850665,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.006032603323742974,0.007132733560465881,0.011626275767569479
2013-04-08,125.63753509521484,61.3718147277832,86.37816619873047,152.16000366210938,0.006766939679255346,0.005305515152548956,-0.007653118912192225,-0.004253608447543744,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,4.143186801708332e-05,6.490155429477075e-05,-0.0024639288575679817
2013-04-09,126.07185363769531,61.785621643066406,86.16557312011719,153.33999633789062,0.0034569170921039394,0.006742621464244758,-0.0024611899970666817,0.007754946420753139,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.0038733237450087887,0.0012781551994250498,0.004028310354457616
2013-04-10,127.6161117553711,62.9911003112793,84.98196411132812,150.75,0.012249031588872139,0.019510666659257714,-0.013736449093643022,-0.016890546496319603,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.0002831756645418071,-0.00042986438035687454,-0.0073374678776656314
2013-04-11,128.0343475341797,62.96411895751953,85.14503479003906,151.0500030517578,0.003277296048717737,-0.00042833596534164187,0.001918885735534559,0.001990069995076782,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.001689478953496859,0.002629800116497026,0.0018803435076654202
2013-04-12,127.72062683105469,62.91913604736328,86.4135971069336,143.9499969482422,-0.0024502854832860743,-0.0007144213387088039,0.014898840784112632,-0.04700434266845255,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,-0.008817552176583698,0.0018654296522139643,-0.016944553073745275
2013-04-15,124.7608413696289,61.67765808105469,87.16484832763672,131.30999755859375,-0.02317390334562719,-0.01973132570310654,0.00869366911984315,-0.0878082643808128,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,-0.030504956077425843,-0.014131373790482168,-0.04215041503989926
2013-04-16,126.60272979736328,62.49633026123047,86.44903564453125,132.8000030517578,0.014763353689459358,0.013273399244502881,-0.008212171498479082,0.011347235708379255,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.007792954285965603,0.005001776037455754,0.006415788783694388
2013-04-17,124.75288391113281,61.27284622192383,87.0230941772461,132.8699951171875,-0.014611421801024926,-0.019576894102302678,0.006640427257919912,0.0005270486733528479,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,-0.006755209993013711,-0.004805678404172395,-0.0023280003988707756
2013-04-18,123.97268676757812,60.427181243896484,87.2357177734375,134.3000030517578,-0.00625394074344976,-0.01380162715086608,0.0024433008065460893,0.010762459449999096,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,-0.0017124519094426638,-0.0015395147674563358,0.0029193739969402134
2013-04-19,125.0504150390625,61.25483703613281,87.05142211914062,135.47000122070312,0.008693271877739273,0.013696746649421554,-0.002112616930321054,0.008711825334020373,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.0072473067327150364,0.0042075433138461255,0.006153661961565927
2013-04-22,125.60537719726562,61.88456726074219,87.11522674560547,137.89999389648438,0.004437907367438765,0.010280497917869003,0.0007329532925668403,0.01793749652236576,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.008347213775060092,0.0037745940298386,0.010023936223009702
2013-04-23,126.90029907226562,62.478328704833984,86.81047821044922,136.8800048828125,0.01030944617097318,0.009594661001507188,-0.0034982235200532452,-0.007396584908027859,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.002252324686099816,0.0034283116088481575,-0.0016166855195088614
2013-04-24,126.98072814941406,62.451316833496094,87.03020477294922,138.3699951171875,0.000633797380592771,-0.00043233985123869445,0.0025311064635231695,0.010885375374223738,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.003404484841775246,0.0020861642283184953,0.005598234523837251
2013-04-25,127.49542236328125,62.7841911315918,86.65457916259766,141.6300048828125,0.004053325424796528,0.005330140579472342,-0.004316037303732867,0.023560091643163306,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.007156880085924827,0.001842617184919667,0.010413096773375949
2013-04-26,127.27025604248047,62.586280822753906,87.44833374023438,140.91000366210938,-0.0017660737666267412,-0.0031522315613349283,0.009159984219037298,-0.005083677157950217,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,-0.0002104995667186471,0.002555695523513926,-0.0002294491242420607
2013-04-29,128.122802734375,63.162044525146484,87.12940979003906,142.3000030517578,0.006698711218196651,0.00919951936468566,-0.003646998593966111,0.009864447899536888,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.005528919972113272,0.002608075424782271,0.005393400461218042
2013-04-30,128.42843627929688,63.620819091796875,87.17903900146484,142.77000427246094,0.002385473455146947,0.007263453393560493,0.0005696034386710735,0.003302889744367654,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.003380355007936542,0.0016909398651033442,0.002835480187668821
2013-05-01,127.30245208740234,63.32394790649414,88.07457733154297,141.11000061035156,-0.008767405603583134,-0.00466625845974078,0.010272404242298139,-0.011627117828906464,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,-0.0036970944124830596,-0.0010468793093008043,-0.004034298159485899
2013-05-02,128.48468017578125,64.12462615966797,87.96099853515625,141.9199981689453,0.00928676603626788,0.012644161958381472,-0.0012895752648255376,0.005740185352492544,0.25,0.25,0.25,0.25,0.5199459513673225,0.0,0.41523019070493217,0.06482385792774538,0.15042329840168767,0.11690270020568821,0.2899108504449221,0.4427631509477021,0.0065953845205790895,0.004665246778480072,0.005042763345388156
2013-05-03,129.7876739501953,64.8802719116211,85.88707733154297,142.08999633789062,0.010141238415595,0.011784018047475087,-0.023577736021088702,0.0011978450615743874,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.0001136586241110571,-0.004439643030296882,-0.0034020177862557747
2013-05-06,130.11749267578125,65.13218688964844,85.67406463623047,142.14999389648438,0.0025412176329817626,0.0038827669891781103,-0.002480148375409552,0.0004222504056590193,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,0.001091521663102335,0.0001601841696443711,0.0016924586855681567
2013-05-07,130.7769317626953,65.0962142944336,85.34027099609375,140.3800048828125,0.005068027928859742,-0.0005523013571736568,-0.0038960873579886313,-0.012451558843968757,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.002957979907567826,0.0008174199406087268,-0.0018403480420679324
2013-05-08,131.37213134765625,65.41111755371094,85.4752197265625,142.4600067138672,0.004551258214567699,0.004837504956171745,0.0015813018741752671,0.014816938016144476,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,0.006446750765264797,0.00314296305757098,0.00641110110464597
2013-05-09,131.00216674804688,65.32110595703125,85.25501251220703,140.80999755859375,-0.002816157398179975,-0.0013760901823115512,-0.0025762696493780712,-0.011582262231585427,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.004587694865363756,-0.0027024073237206557,-0.004260886494992617
2013-05-10,131.42840576171875,65.71693420410156,84.33881378173828,139.60000610351562,0.0032536791127406595,0.006059729719375628,-0.010746567309899424,-0.008593079156717032,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.002506559408625042,-0.0033849636732201146,-0.0006879175333504067
2013-05-13,131.5330352783203,65.79789733886719,83.69252014160156,138.42999267578125,0.0007960951515402215,0.0012319980496073857,-0.007663062961844269,-0.00838118464598625,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.003504038601670728,-0.003215072030053692,-0.002402573125872048
2013-05-14,132.8922119140625,66.13973999023438,82.78343200683594,137.80999755859375,0.010333348066257297,0.005195343091385585,-0.010862238742811337,-0.004478762912597967,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,4.6922375558394736e-05,0.0002828157244348052,0.0022419330560467933
2013-05-15,133.60804748535156,66.27469635009766,83.33745574951172,134.6300048828125,0.005386587829179668,0.002040473093532169,0.006692447138819224,-0.02307519579215711,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.0022389219326565124,0.006005800750417921,-0.0016192268649851413
2013-05-16,132.9806365966797,66.20274353027344,84.20389556884766,134.08999633789062,-0.004695906425401963,-0.0010856755864127043,0.01039676351459784,-0.004011056416375558,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,0.00015103127160190355,0.002460742207299214,-0.0011007267884544712
2013-05-17,134.2675323486328,66.84146118164062,83.13855743408203,131.07000732421875,0.009677316825126736,0.009647903052161455,-0.012651886561407033,-0.02252210527369891,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.003962192989454438,-0.0009107543061462426,-0.000858841740494479
2013-05-20,134.25949096679688,66.74250793457031,83.03914642333984,135.1199951171875,-5.9890739743773125e-05,-0.0014804171740262495,-0.001195726914326234,0.030899424480465454,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,0.007040847413092299,-0.0005984820186966481,0.006092795555620092
2013-05-21,134.4525604248047,66.81446075439453,83.69252014160156,132.8800048828125,0.0014380321019953346,0.001078065869127398,0.007868261493570339,-0.01657778504530205,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.001548356395152245,0.004487121001846462,-0.0015923468020525096
2013-05-22,133.45521545410156,66.22972106933594,82.44959259033203,131.94000244140625,-0.00741782058706808,-0.008751693547420225,-0.014851118704115818,-0.007074069889109635,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.00952367568192844,-0.01094254504054875,-0.008907105269352112
2013-05-23,133.06918334960938,66.0768051147461,82.84027862548828,134.61000061035156,-0.0028925966151165383,-0.002308872091273839,0.004738483513162528,0.02023645687084974,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,0.0049433679194054725,0.000725912196325887,0.0035252990944278336
2013-05-24,132.95660400390625,66.04078674316406,82.95389556884766,133.75999450683594,-0.0008460211663533501,-0.0005450985640041983,0.0013715181219153827,-0.006314583609401292,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.0015835463044608644,0.0002054925537797078,-0.0016016010943972023
2013-05-28,133.75282287597656,66.47261810302734,80.85164642333984,133.49000549316406,0.005988562042746892,0.006538858501833111,-0.025342380018344657,-0.002018458618119001,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.0037083545229709136,-0.008867957350716608,-0.0005070227980990313
2013-05-29,132.8842315673828,66.15775299072266,81.76071166992188,134.8300018310547,-0.006494003565062356,-0.004736764118673187,0.011243620715182034,0.010038177262336356,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,0.002512757573445712,0.001916830638377455,0.0004199849325956012
2013-05-30,133.37477111816406,66.50859832763672,81.56187438964844,136.6999969482422,0.0036914805089760527,0.005303162835099018,-0.002431941652809577,0.013869280514663629,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,0.005107995551482281,0.0007878735914583304,0.005433836134702571
2013-05-31,131.46055603027344,65.89685821533203,81.28485870361328,133.9199981689453,-0.014352152748548841,-0.009197910160294032,-0.003396386952950081,-0.020336494816085793,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,-0.011820736169469687,-0.00915714307743248,-0.012399394831970454
2013-06-03,132.18446350097656,66.01380157470703,81.71563720703125,136.50999450683594,0.00550665152014429,0.0017746424115223647,0.005299615577714301,0.01933987733947884,0.25,0.25,0.25,0.25,0.5258195759165147,0.0,0.4741804240834854,0.0,0.32608901183767375,0.2989014987497435,0.15680727458808738,0.2182022148244953,0.007980196712214949,0.005408479129162314,0.007377124174301471
2013-06-04,131.54898071289062,65.67193603515625,80.96094512939453,135.22999572753906,-0.0048075452383345985,-0.005178697960060652,-0.00923558945914671,-0.009376593881796569,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,-0.007149606634834632,-0.006907237124819712,-0.006609809422788898
2013-06-05,129.70724487304688,64.81732177734375,82.07867431640625,135.52000427246094,-0.014000380921714517,-0.013013386073390643,0.013805782346356432,0.002144557820634496,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,-0.002765856707028558,-0.0019137282749215985,0.009567451007269792
2013-06-06,130.8815460205078,65.13218688964844,82.02884674072266,136.52999877929688,0.009053473833403158,0.0048577309841078,-0.0006070709121289708,0.007452733729297778,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,0.005189216908669941,0.004293656637342971,0.0006258483876113316
2013-06-07,132.54640197753906,66.0228271484375,80.56227111816406,133.27999877929688,0.012720326185407194,0.01367434906336018,-0.017878779000686906,-0.023804292309807185,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,-0.003822099015431679,-0.000283491388725461,-0.013339737045547277
2013-06-10,132.54640197753906,66.0498046875,80.17778778076172,133.94000244140625,0.0,0.00040860926784991314,-0.0047724987399921925,0.0049520083144831695,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,0.00014702971058522252,-0.0019903822893361286,-0.003883079338858966
2013-06-11,131.17910766601562,65.39310455322266,81.13175964355469,133.25,-0.010315589794396174,-0.009942499260737758,0.01189820633866212,-0.005151578533889478,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,-0.0033778653125903224,-0.0007202449449748433,0.008362820844821017
2013-06-12,130.09329223632812,64.63737487792969,79.97138214111328,134.25,-0.0082773503266389,-0.011556718104397179,-0.014302383031496224,0.007504690431519689,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,-0.006657940257753153,-0.01134233763113221,-0.013331023909213783
2013-06-13,132.07183837890625,65.45606994628906,81.22443389892578,133.74000549316406,0.015208671473882607,0.012665970267287552,0.015668752049344814,-0.0037988417641410255,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,0.009936138006593487,0.015036298594786963,0.01510736602411013
2013-06-14,131.24337768554688,65.02423858642578,81.03213500976562,134.42999267578125,-0.006272803525173676,-0.006597269897469005,-0.002367500515909393,0.005159168194085684,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,-0.0025196014361165975,-0.004642647426886107,-0.0028601021077855563
2013-06-17,132.2568817138672,65.65397644042969,80.60501861572266,133.77000427246094,0.007722325089412285,0.009684663253179071,-0.005270950765292048,-0.004909532390677707,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,0.0018066262966554003,0.002427112530423054,-0.003178611598610995
2013-06-18,133.30242919921875,66.1937484741211,80.64768981933594,132.1300048828125,0.007905429734942349,0.008221467502142366,0.0005293864370494727,-0.012259844040283574,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,0.0010991099084626532,0.0047833280224186805,0.0014582437793177723
2013-06-19,131.46055603027344,65.45606994628906,79.81474304199219,130.58999633789062,-0.013817251343504422,-0.011144232572361856,-0.010328216210652608,-0.011655252312203657,0.25,0.25,0.25,0.25,0.42498198388253255,0.14550757616251384,0.42951043995495364,0.0,0.07090649693833904,0.07793458384495269,0.8360187443403828,0.015140174876325393,-0.011736238109680636,-0.011929729846149094,-0.010659298923823083
